Name,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Burnout_rate
Resource 6305,F,22,3,Married,Clinton,IT,Directive,3,2,21,0,4,6,type3,1,3,-0.1048,0.7075,1,1,8,2,0.0659
Resource 6306,M,35,4,Married,Franklin,IT,Behavioral,7,3,64,1,4,5,type2,2,4,0.7516,0.7075,2,3,8,3,0.1068
Resource 6307,M,37,4,Single,Franklin,Sales,Directive,13,1,74,0,1,7,type2,3,4,0.7516,-0.4537,3,4,7,3,0.0118
Resource 6308,M,28,5,Single,Springfield,IT,Behavioral,6,4,30,1,2,9,type2,3,3,0.7516,-0.4537,1,3,8,3,0.1461
Resource 6309,M,23,4,Married,Springfield,IT,Directive,4,3,24,1,2,8,type2,1,3,-1.8176,-0.4537,2,2,7,3,0.2409
Resource 6310,F,34,3,Married,Franklin,IT,Conceptual,8,3,20,2,3,9,type2,3,4,-0.9612,-0.4537,1,3,8,4,0.9288
Resource 6311,M,,5,Single,Franklin,Human Resource Management,Behavioral,12,3,44,2,4,8,type2,3,3,-1.8176,0.7075,2,2,5,3,0.0193
Resource 6312,F,26,3,Single,Lebanon,Logistics,Directive,4,1,74,2,5,6,type3,1,1,0.7516,-0.4537,2,3,7,4,0.1211
Resource 6313,M,21,4,Married,Washington,Operarions,Analytical,2,2,36,1,3,7,type3,2,3,-0.1048,-0.4537,,4,7,4,0.1658
Resource 6314,M,20,4,Married,Lebanon,Logistics,Behavioral,1,1,28,0,1,8,type2,1,4,0.7516,-1.615,2,3,8,3,0.2582
Resource 6315,M,46,2,Married,Springfield,IT,Directive,10,1,36,1,1,7,type2,1,3,1.6081,0.7075,,3,7,4,0.1021
Resource 6316,F,31,5,Married,Springfield,Quality,Behavioral,4,1,67,1,2,5,type2,1,3,1.6081,-0.4537,2,3,7,3,0.0818
Resource 6317,F,,4,Married,Franklin,IT,Conceptual,5,3,43,1,3,6,type2,1,3,-0.1048,-0.4537,2,3,8,5,0.1833
Resource 6318,F,22,5,Married,Lebanon,Sales,Conceptual,3,1,28,0,1,4,type2,4,3,0.7516,-1.615,2,4,6,4,0.167
Resource 6319,F,27,3,Married,Lebanon,Human Resource Management,Directive,5,3,46,1,2,7,type3,2,3,,0.7075,,2,8,1,0.0675
Resource 6320,F,33,5,Single,Lebanon,R&D,Analytical,10,2,48,0,2,9,type3,4,3,0.7516,0.7075,,4,7,5,0.0673
Resource 6321,M,60,5,Married,Lebanon,Accounting and Finance,Conceptual,33,1,62,1,3,1,type2,3,3,0.7516,-0.4537,2,3,6,3,0.2317
Resource 6322,M,60,5,Married,Lebanon,IT,Behavioral,30,1,71,0,2,5,type2,1,4,-0.9612,-0.4537,2,2,8,2,0.0158
Resource 6323,F,27,4,Single,Lebanon,Logistics,Directive,3,2,55,2,3,9,type2,3,2,-0.9612,0.7075,2,4,8,3,0.2476
Resource 6324,M,33,5,Single,Clinton,Human Resource Management,Analytical,6,4,67,1,1,8,type3,1,4,0.7516,-0.4537,2,3,8,3,0.2118
Resource 6325,F,60,3,Single,Springfield,Logistics,Directive,35,3,23,1,1,7,type2,3,2,-1.8176,-0.4537,2,3,7,2,0.2612
Resource 6326,F,27,4,Single,Franklin,Purchasing,Analytical,3,1,32,1,4,8,type2,3,3,-0.1048,-1.615,2,3,8,3,0.1418
Resource 6327,M,22,3,Married,Franklin,Purchasing,Conceptual,3,3,55,1,3,8,type2,1,3,-0.9612,-2.7762,2,4,7,2,0.1672
Resource 6328,F,29,5,Single,Lebanon,Logistics,Behavioral,6,4,36,1,2,8,type3,1,3,-0.1048,-0.4537,2,3,7,3,0.1467
Resource 6329,F,27,2,Single,Springfield,Logistics,Directive,5,2,69,1,3,7,type3,1,2,-0.1048,-1.615,2,3,6,2,0.1598
Resource 6330,M,50,5,Married,Franklin,Operarions,Behavioral,16,4,65,1,3,8,type2,4,3,-0.1048,-0.4537,3,3,8,3,0.0102
Resource 6331,F,43,4,Married,Springfield,Sales,Directive,5,1,37,1,5,2,type2,1,5,1.6081,-0.4537,2,3,8,2,0.1165
Resource 6332,M,32,3,Single,Lebanon,IT,Directive,5,4,36,1,5,6,type2,3,5,0.7516,-0.4537,3,4,6,3,0.1532
Resource 6333,F,26,3,Married,Clinton,Purchasing,Conceptual,3,1,48,2,2,10,type2,4,3,-0.9612,0.7075,1,2,8,4,0.1152
Resource 6334,F,55,3,Single,Springfield,IT,Behavioral,33,4,52,2,3,4,type2,2,3,0.7516,0.7075,2,3,7,3,0.2728
Resource 6335,M,21,4,Single,Franklin,Operarions,Directive,2,2,25,0,2,4,type3,1,3,-0.1048,-0.4537,2,2,7,3,0.1993
Resource 6336,F,34,3,Married,Clinton,R&D,Conceptual,7,3,29,1,4,8,type2,3,3,0.7516,-0.4537,3,4,6,3,0.2169
Resource 6337,M,57,4,Married,Washington,Purchasing,Directive,35,4,38,1,5,6,type3,3,3,-0.1048,0.7075,2,3,6,3,0.1
Resource 6338,F,29,4,Married,Springfield,Logistics,Directive,7,2,31,1,2,8,type3,4,3,0.7516,0.7075,2,3,6,2,0.5791
Resource 6339,M,28,3,Married,Lebanon,Logistics,Conceptual,4,1,33,1,2,7,type2,2,2,0.7516,0.7075,,3,8,3,0.5259
Resource 6340,F,,2,Single,Springfield,R&D,Conceptual,7,3,52,1,3,6,type3,3,4,0.7516,-2.7762,2,4,8,3,0.1408
Resource 6341,F,60,5,Single,Franklin,IT,Directive,32,4,24,0,1,8,type3,2,2,-0.1048,0.7075,2,2,8,5,0.1856
Resource 6342,M,35,2,Married,Washington,IT,Behavioral,6,1,36,0,3,1,type2,1,3,0.7516,-0.4537,2,2,7,2,0.1498
Resource 6343,M,23,4,Single,Lebanon,IT,Behavioral,4,2,57,1,4,10,type3,4,3,-0.1048,-0.4537,,2,6,3,0.193
Resource 6344,F,25,2,Single,Washington,Logistics,Conceptual,6,4,63,0,5,9,type3,4,5,-0.9612,-0.4537,1,4,8,4,0.1153
Resource 6345,F,26,3,Married,Springfield,Operarions,Behavioral,2,2,23,0,5,8,type2,1,2,0.7516,1.8688,2,3,8,4,0.1064
Resource 6346,F,52,1,Single,Washington,Logistics,Directive,21,4,26,0,1,9,type4,1,3,0.7516,-0.4537,1,3,8,5,0.0674
Resource 6347,M,46,2,Married,Lebanon,IT,Analytical,13,2,45,1,5,8,type3,3,3,-0.9612,-0.4537,2,2,6,3,0.0736
Resource 6348,M,37,3,Married,Springfield,Sales,Behavioral,11,4,71,1,2,8,type2,1,3,-0.9612,0.7075,2,2,5,5,0.071
Resource 6349,F,49,4,Married,Lebanon,Operarions,Analytical,16,2,72,1,2,9,type3,2,3,-0.9612,0.7075,2,2,7,3,0.1168
Resource 6350,F,31,3,Single,Springfield,Human Resource Management,Conceptual,5,3,64,0,4,7,type3,3,3,0.7516,-0.4537,1,3,6,3,0.1764
Resource 6351,F,57,2,Married,Lebanon,R&D,Directive,30,2,72,1,4,4,type2,3,3,-0.1048,-0.4537,2,3,8,3,0.1088
Resource 6352,M,57,4,Married,Springfield,Sales,Analytical,33,3,40,1,1,8,type2,2,3,-0.1048,-0.4537,2,3,8,3,0.2977
Resource 6353,F,65,3,Single,Franklin,Logistics,Analytical,27,1,40,1,2,7,type2,3,3,0.7516,-0.4537,2,1,8,4,0.2594
Resource 6354,F,54,2,Single,Springfield,Operarions,Conceptual,32,1,74,1,4,6,type2,3,3,0.7516,0.7075,2,3,8,3,0.0536
Resource 6355,M,32,3,Single,Springfield,Purchasing,Conceptual,7,2,47,1,2,3,type2,3,4,-0.1048,0.7075,1,3,8,4,0.6986
Resource 6356,F,65,1,Single,Springfield,Operarions,Analytical,39,4,40,1,2,5,type2,4,1,0.7516,-0.4537,1,4,6,4,0.0476
Resource 6357,F,21,4,Married,Clinton,Operarions,Analytical,2,1,55,1,2,5,type2,2,3,0.7516,-0.4537,1,3,8,5,0.1451
Resource 6358,M,23,3,Married,Washington,Logistics,Conceptual,4,4,27,1,2,5,type2,2,2,-1.8176,0.7075,2,4,6,3,0.1648
Resource 6359,M,,2,Single,Franklin,Logistics,Conceptual,19,2,59,0,5,8,type2,2,1,-0.9612,-0.4537,2,2,8,3,0.1791
Resource 6360,M,65,1,Single,Clinton,IT,Analytical,28,4,23,0,3,4,type3,2,4,0.7516,-0.4537,2,3,9,3,0.1831
Resource 6361,M,49,4,Married,Washington,Security,Conceptual,19,4,72,0,1,1,type2,4,2,-1.8176,-0.4537,2,1,7,3,0.0464
Resource 6362,F,47,3,Married,Washington,Operarions,Directive,18,3,47,0,5,2,type2,3,3,1.6081,0.7075,2,3,7,3,0.1768
Resource 6363,F,,1,Married,Springfield,Operarions,Conceptual,19,3,35,1,5,2,type2,1,3,1.6081,-1.615,2,2,9,3,0.0735
Resource 6364,M,60,3,Married,Franklin,Sales,Behavioral,29,3,58,2,4,8,type2,2,3,0.7516,-1.615,2,1,6,3,0.1671
Resource 6365,M,28,4,Single,Lebanon,Security,Conceptual,4,3,39,0,4,2,type2,2,2,0.7516,-0.4537,1,3,8,3,0.2157
Resource 6366,F,29,4,Married,Franklin,Accounting and Finance,Directive,5,4,66,0,1,8,type2,3,3,-1.8176,-0.4537,2,2,7,4,0.2212
Resource 6367,M,38,3,Married,Clinton,Operarions,Directive,10,3,37,1,3,9,type3,2,1,-1.8176,-2.7762,2,3,8,3,0.1558
Resource 6368,F,27,2,Single,Franklin,Sales,Conceptual,5,1,74,0,2,8,type3,2,1,1.6081,-0.4537,2,2,7,3,0.2234
Resource 6369,F,59,3,Married,Springfield,Logistics,Directive,33,1,60,1,4,5,type2,4,3,-0.9612,-2.7762,1,3,5,2,0.0698
Resource 6370,F,50,1,Single,Clinton,IT,Analytical,14,1,25,1,3,7,type4,3,3,1.6081,1.8688,2,2,5,4,0.1268
Resource 6371,F,35,3,Married,Lebanon,Accounting and Finance,Behavioral,7,4,50,0,5,8,type2,4,3,-1.8176,0.7075,2,4,7,3,0.1111
Resource 6372,F,29,2,Single,Springfield,Sales,Behavioral,6,1,29,1,4,6,type3,2,3,,-1.615,1,2,6,2,0.0835
Resource 6373,M,31,4,Married,Lebanon,IT,Analytical,2,2,34,1,2,6,type2,1,3,-0.1048,-0.4537,2,4,8,3,0.0525
Resource 6374,F,61,3,Married,Lebanon,Sales,Conceptual,31,1,55,1,5,4,type2,4,3,0.7516,-1.615,2,2,9,5,0.0565
Resource 6375,M,31,2,Married,Franklin,Sales,Analytical,5,3,30,2,2,6,type3,1,5,-0.1048,0.7075,2,4,7,3,0.6188
Resource 6376,M,29,4,Single,Springfield,Purchasing,Behavioral,5,3,67,2,5,5,type3,1,3,0.7516,0.7075,2,4,8,3,0.0788
Resource 6377,F,61,4,Married,Clinton,Sales,Behavioral,29,1,37,1,3,8,type2,2,3,-0.1048,-0.4537,2,3,7,3,0.0981
Resource 6378,F,47,4,Single,Lebanon,Security,Directive,18,2,68,0,3,7,type2,2,2,-0.9612,0.7075,2,3,6,2,0.2136
Resource 6379,F,58,2,Married,Lebanon,Production,Directive,25,2,27,0,3,3,type2,1,3,-0.9612,0.7075,2,4,5,4,0.1453
Resource 6380,M,30,4,Single,Lebanon,R&D,Behavioral,7,3,46,0,2,5,type2,4,3,0.7516,-0.4537,2,3,8,3,0.0325
Resource 6381,M,21,3,Married,Lebanon,Accounting and Finance,Behavioral,2,1,46,2,5,9,type3,1,3,-0.9612,1.8688,1,5,6,3,0.1253
Resource 6382,M,40,3,Married,Washington,Production,Directive,15,4,52,1,2,5,type3,2,1,0.7516,-0.4537,2,3,5,3,0.1012
Resource 6383,F,24,4,Married,Springfield,IT,Conceptual,5,2,74,1,4,6,type3,3,4,-0.1048,0.7075,,3,7,3,0.1463
Resource 6384,F,26,2,Single,Washington,Purchasing,Analytical,3,3,22,0,3,5,type3,2,4,-0.1048,1.8688,1,4,5,4,0.0752
Resource 6385,F,37,3,Married,Springfield,IT,Analytical,8,4,65,1,3,5,type2,1,3,-1.8176,0.7075,2,3,5,3,0.1575
Resource 6386,F,32,4,Married,Lebanon,R&D,Directive,,2,49,2,2,4,type3,2,3,0.7516,-1.615,1,2,6,3,0.1029
Resource 6387,M,35,3,Married,Springfield,IT,Analytical,7,2,46,1,4,9,type2,2,3,0.7516,-0.4537,2,3,8,3,0.1531
Resource 6388,F,22,2,Married,Springfield,Human Resource Management,Analytical,3,3,42,1,3,4,type2,3,3,1.6081,0.7075,2,3,6,5,0.0215
Resource 6389,F,35,3,Married,Franklin,Operarions,Analytical,11,2,65,1,5,8,type2,1,3,-1.8176,-0.4537,3,4,6,3,0.0283
Resource 6390,F,34,5,Married,Washington,Operarions,Conceptual,12,3,66,1,5,3,type2,1,4,-0.9612,0.7075,2,5,8,2,0.4917
Resource 6391,M,,2,Married,Washington,IT,Conceptual,6,2,65,0,3,7,type2,1,4,,1.8688,3,3,8,4,0.1017
Resource 6392,M,50,1,Married,Lebanon,Logistics,Behavioral,13,3,72,1,2,6,type2,3,4,1.6081,-2.7762,3,2,6,4,0.1947
Resource 6393,F,,4,Single,Springfield,Operarions,Behavioral,6,4,40,1,3,4,type3,2,4,0.7516,-0.4537,2,2,8,2,0.142
Resource 6394,F,65,3,Married,Franklin,Operarions,Behavioral,27,3,71,2,2,7,type2,3,3,0.7516,0.7075,2,3,7,3,0.222
Resource 6395,M,26,3,Single,Springfield,Operarions,Directive,3,3,56,1,5,7,type2,3,3,1.6081,-0.4537,2,3,8,2,0.1292
Resource 6396,M,25,2,Married,Clinton,R&D,Conceptual,6,2,60,1,2,5,type3,3,1,-0.9612,-0.4537,3,2,6,2,0.0127
Resource 6397,M,42,3,Married,Springfield,IT,Analytical,3,3,63,0,2,8,type3,1,3,0.7516,1.8688,2,3,8,3,0.0607
Resource 6398,F,54,2,Married,Washington,Production,Conceptual,29,2,26,1,3,6,type2,3,4,-0.1048,0.7075,1,3,8,5,0.2913
Resource 6399,F,59,3,Married,Washington,Human Resource Management,Behavioral,26,4,39,1,3,4,type3,1,2,-0.9612,-0.4537,,3,8,4,0.1148
Resource 6400,F,60,4,Single,Springfield,Human Resource Management,Conceptual,37,4,63,0,4,10,type2,3,4,-1.8176,0.7075,2,4,7,3,0.0494
Resource 6401,F,50,4,Married,Franklin,Operarions,Directive,18,4,48,0,5,5,type3,3,3,-0.9612,-1.615,2,4,5,3,0.2406
Resource 6402,F,59,5,Single,Lebanon,Accounting and Finance,Behavioral,21,2,30,1,1,8,type1,5,5,-1.8176,0.7075,2,4,8,3,0.004
Resource 6403,F,30,4,Married,Springfield,Operarions,Directive,8,4,25,1,1,6,type3,3,3,0.7516,0.7075,2,4,9,3,0.9632
Resource 6404,F,46,3,Married,Clinton,Human Resource Management,Conceptual,16,3,23,1,4,5,type2,1,3,0.7516,1.8688,2,2,7,3,0.1963
Resource 6405,F,52,4,Married,Springfield,R&D,Behavioral,14,4,37,2,5,6,type4,4,3,-0.1048,0.7075,2,4,8,5,0.2387
Resource 6406,F,51,5,Married,Springfield,Sales,Conceptual,23,4,41,1,4,8,type3,1,3,-0.1048,-0.4537,3,1,8,3,0.1817
Resource 6407,F,42,3,Married,Franklin,IT,Conceptual,12,1,64,1,1,4,type2,2,3,0.7516,-0.4537,2,1,5,4,0.7273
Resource 6408,M,,5,Married,Springfield,IT,Behavioral,11,3,40,0,3,5,type2,1,2,-0.1048,-1.615,2,4,7,3,0.0456
Resource 6409,M,41,5,Married,Lebanon,IT,Directive,6,4,72,0,3,7,type3,1,3,-0.1048,-0.4537,2,4,8,3,0.1478
Resource 6410,M,24,3,Married,Lebanon,Purchasing,Conceptual,5,4,32,2,2,1,type3,2,3,1.6081,-0.4537,,3,6,1,0.1459
Resource 6411,M,54,1,Single,Lebanon,Sales,Behavioral,20,3,49,1,1,10,type3,1,3,-0.1048,-0.4537,2,2,8,3,0.3473
Resource 6412,M,29,3,Single,Springfield,Accounting and Finance,Behavioral,6,4,47,1,3,2,type2,4,3,0.7516,1.8688,2,2,8,1,0.0121
Resource 6413,M,29,4,Single,Lebanon,Logistics,Analytical,6,1,29,1,3,4,type4,4,2,-0.1048,0.7075,2,2,6,3,0.2924
Resource 6414,M,35,5,Single,Lebanon,Quality,Behavioral,9,2,34,0,3,4,type2,3,2,1.6081,0.7075,,3,8,2,0.0696
Resource 6415,F,53,4,Married,Lebanon,Purchasing,Directive,30,3,22,0,2,6,type2,3,2,-0.1048,1.8688,2,3,8,3,0.0766
Resource 6416,M,48,3,Married,Franklin,IT,Conceptual,10,3,39,1,3,6,type3,1,3,0.7516,-0.4537,1,4,8,2,0.2916
Resource 6417,F,27,4,Single,Washington,Accounting and Finance,Behavioral,3,2,50,2,3,4,type4,2,3,0.7516,-0.4537,3,3,8,5,0.5808
Resource 6418,F,37,1,Married,Clinton,Sales,Analytical,11,1,50,1,2,10,type2,4,3,,0.7075,3,4,6,5,0.0308
Resource 6419,M,37,3,Married,Lebanon,Quality,Analytical,13,4,45,0,2,6,type3,2,4,-0.1048,-0.4537,2,4,5,4,0.1278
Resource 6420,F,37,4,Married,Springfield,Purchasing,Behavioral,15,1,57,1,4,7,type2,2,3,-1.8176,-0.4537,2,3,6,3,0.0344
Resource 6421,F,50,3,Married,Washington,Marketing,Conceptual,24,3,72,2,2,7,type2,2,3,-0.1048,0.7075,1,3,8,3,0.1015
Resource 6422,F,40,4,Single,Springfield,Sales,Conceptual,15,4,69,0,2,8,type3,3,5,-0.1048,-0.4537,,2,7,3,0.2695
Resource 6423,F,59,4,Single,Washington,Operarions,Directive,34,1,39,1,4,6,type2,2,3,0.7516,0.7075,2,3,5,3,0.1221
Resource 6424,F,56,3,Single,Franklin,Operarions,Behavioral,26,3,26,1,2,4,type2,1,4,-0.1048,-1.615,,1,6,3,0.0498
Resource 6425,M,25,1,Married,Springfield,R&D,Analytical,6,4,22,0,3,5,type2,4,3,,0.7075,1,2,5,3,0.1401
Resource 6426,F,34,3,Single,Clinton,R&D,Conceptual,11,1,51,1,2,8,type3,1,3,-0.9612,-0.4537,2,3,8,3,0.1707
Resource 6427,M,30,3,Married,Springfield,Sales,Analytical,6,4,58,0,3,6,type2,1,3,1.6081,0.7075,2,3,5,1,0.1336
Resource 6428,F,62,1,Married,Lebanon,Logistics,Analytical,25,4,35,0,2,7,type3,1,4,-0.9612,-1.615,2,2,9,3,0.2529
Resource 6429,M,31,5,Single,Clinton,Sales,Behavioral,5,1,24,1,3,4,type2,1,3,0.7516,1.8688,1,2,8,3,0.0392
Resource 6430,F,,3,Married,Franklin,Accounting and Finance,Analytical,23,1,48,1,3,10,type3,2,2,-1.8176,-0.4537,1,4,6,3,0.0117
Resource 6431,M,46,3,Married,Lebanon,IT,Analytical,22,3,55,1,4,4,type2,2,5,-0.9612,0.7075,1,2,8,4,0.03
Resource 6432,F,39,3,Married,Springfield,Marketing,Analytical,11,1,60,0,3,8,type2,4,3,0.7516,1.8688,2,4,5,5,0.5922
Resource 6433,F,54,4,Married,Springfield,IT,Analytical,24,1,60,0,5,7,type3,1,3,0.7516,0.7075,2,2,6,2,0.277
Resource 6434,M,30,4,Married,Washington,IT,Directive,8,2,52,1,5,5,type2,1,3,-0.9612,-0.4537,1,2,7,3,0.15
Resource 6435,M,20,3,Single,Springfield,Production,Directive,1,1,21,2,3,6,type2,1,3,-0.9612,0.7075,2,2,8,3,0.1673
Resource 6436,M,23,5,Married,Lebanon,R&D,Behavioral,4,3,48,1,3,4,type2,3,3,-0.9612,-1.615,1,4,8,3,0.449
Resource 6437,M,31,3,Married,Lebanon,Sales,Behavioral,3,2,34,1,5,3,type2,1,3,-0.1048,-1.615,2,2,5,4,0.1683
Resource 6438,F,54,4,Married,Franklin,Operarions,Analytical,16,2,56,0,1,6,type3,3,3,-0.1048,-1.615,3,3,5,3,0.2786
Resource 6439,F,37,4,Single,Lebanon,Purchasing,Behavioral,14,2,33,1,4,5,type3,1,3,0.7516,-0.4537,2,4,8,5,0.2406
Resource 6440,F,32,3,Single,Franklin,IT,Conceptual,5,1,24,1,2,7,type3,3,4,-0.1048,-0.4537,2,4,5,3,0.0136
Resource 6441,M,58,3,Married,Lebanon,IT,Analytical,21,3,26,1,2,5,type2,3,3,0.7516,0.7075,2,5,7,3,0.0393
Resource 6442,F,55,3,Married,Franklin,Marketing,Analytical,26,4,26,1,1,8,type2,3,4,-0.9612,0.7075,2,1,7,3,0.1594
Resource 6443,F,24,3,Married,Lebanon,Logistics,Directive,5,3,52,2,3,2,type2,4,3,1.6081,-0.4537,2,3,7,3,0.1341
Resource 6444,F,22,1,Single,Springfield,Production,Behavioral,3,3,61,1,3,8,type2,2,4,0.7516,-0.4537,1,3,8,3,0.2126
Resource 6445,F,26,4,Single,Washington,Sales,Conceptual,2,2,40,0,5,4,type2,4,4,0.7516,0.7075,1,3,6,3,0.6165
Resource 6446,F,34,4,Married,Lebanon,Marketing,Behavioral,9,4,42,0,2,7,type2,3,3,-0.1048,0.7075,2,2,7,3,0.0998
Resource 6447,F,59,3,Married,Washington,Logistics,Directive,31,4,23,0,1,6,type2,1,3,0.7516,-0.4537,3,4,7,3,0.0521
Resource 6448,M,33,4,Married,Washington,Logistics,Analytical,10,4,56,1,1,4,type2,3,4,,-0.4537,2,4,7,3,0.0044
Resource 6449,M,52,4,Single,Franklin,Logistics,Directive,20,2,66,1,1,4,type0,1,3,0.7516,-0.4537,2,3,8,3,0.6863
Resource 6450,F,58,2,Married,Franklin,R&D,Conceptual,32,1,31,1,4,8,type2,3,3,-0.9612,0.7075,2,2,8,5,0.0555
Resource 6451,F,30,3,Single,Springfield,Purchasing,Behavioral,7,1,29,1,2,8,type2,3,1,,-0.4537,,1,6,3,0.1786
Resource 6452,M,31,3,Married,Washington,Operarions,Analytical,8,3,57,0,2,1,type2,3,3,0.7516,-0.4537,,3,7,2,0.214
Resource 6453,F,47,3,Single,Lebanon,IT,Conceptual,8,3,74,1,1,9,type2,2,3,0.7516,0.7075,2,1,8,5,0.2364
Resource 6454,M,64,4,Single,Springfield,R&D,Directive,36,4,27,1,3,5,type2,1,1,0.7516,0.7075,2,2,7,3,0.2911
Resource 6455,F,42,3,Married,Springfield,Sales,Behavioral,12,1,27,1,3,7,type2,5,3,-0.1048,-0.4537,1,2,8,4,0.0617
Resource 6456,M,64,3,Married,Franklin,IT,Behavioral,35,1,27,0,2,4,type3,2,3,0.7516,1.8688,,3,5,3,0.145
Resource 6457,M,45,3,Married,Lebanon,Human Resource Management,Analytical,22,2,61,0,3,8,type2,2,3,0.7516,1.8688,2,2,6,5,0.292
Resource 6458,F,,3,Married,Springfield,IT,Directive,10,1,25,0,3,5,type4,1,3,0.7516,-0.4537,2,4,8,3,0.0049
Resource 6459,F,31,3,Married,Franklin,Security,Conceptual,6,4,64,0,1,3,type2,2,3,-1.8176,-0.4537,2,3,9,3,0.0801
Resource 6460,F,53,1,Married,Springfield,Operarions,Analytical,23,2,62,0,2,5,type2,4,4,-0.1048,-2.7762,,2,5,3,0.1148
Resource 6461,F,41,4,Married,Washington,Logistics,Behavioral,13,2,20,1,3,5,type3,3,3,,-0.4537,2,5,8,3,0.1344
Resource 6462,M,20,3,Married,Springfield,Operarions,Behavioral,1,1,68,0,3,8,type2,2,1,-1.8176,-0.4537,2,3,8,2,0.1021
Resource 6463,F,56,2,Single,Franklin,Quality,Behavioral,21,2,67,1,3,6,type2,2,5,-0.1048,-0.4537,2,4,5,3,0.0331
Resource 6464,F,42,4,Married,Lebanon,Accounting and Finance,Behavioral,14,1,52,0,4,8,type3,4,4,0.7516,-0.4537,1,3,8,3,0.1884
Resource 6465,M,29,2,Married,Clinton,Quality,Conceptual,6,1,38,1,4,3,type2,3,4,,-0.4537,3,2,6,5,0.0942
Resource 6466,M,60,3,Married,Lebanon,Logistics,Conceptual,28,4,45,1,5,9,type3,1,1,1.6081,1.8688,2,3,8,3,0.0948
Resource 6467,M,47,3,Married,Lebanon,R&D,Behavioral,22,2,54,1,3,6,type2,4,1,0.7516,-1.615,2,3,7,3,0.2901
Resource 6468,F,35,4,Married,Washington,IT,Analytical,11,4,62,0,2,4,type2,2,4,,-0.4537,2,4,9,3,0.0877
Resource 6469,M,30,2,Single,Washington,Operarions,Conceptual,7,1,20,1,4,9,type2,2,3,1.6081,0.7075,2,4,8,4,0.0677
Resource 6470,F,52,4,Married,Springfield,Operarions,Conceptual,17,3,56,1,3,5,type3,4,5,-0.1048,1.8688,1,4,9,4,0.0972
Resource 6471,F,25,4,Married,Lebanon,Operarions,Analytical,6,1,70,1,1,9,type2,2,4,-0.1048,0.7075,2,4,7,1,0.1862
Resource 6472,F,28,1,Single,Franklin,IT,Directive,4,2,20,1,1,5,type2,3,4,-0.1048,-0.4537,2,2,7,5,0.0361
Resource 6473,F,57,3,Married,Franklin,Sales,Conceptual,35,3,43,2,3,5,type2,2,2,0.7516,-0.4537,2,3,8,5,0.0697
Resource 6474,F,37,3,Single,Washington,R&D,Directive,8,1,48,1,1,8,type2,2,4,0.7516,0.7075,2,4,7,3,0.1908
Resource 6475,M,41,3,Married,Lebanon,Sales,Behavioral,,1,55,1,5,9,type2,4,3,-0.1048,0.7075,,3,6,3,0.2126
Resource 6476,F,19,4,Married,Franklin,IT,Behavioral,0,0,37,0,4,8,type2,1,4,0.7516,0.7075,1,1,7,3,0.1798
Resource 6477,F,49,4,Married,Washington,Operarions,Directive,13,2,70,1,4,4,type0,2,3,-0.1048,-0.4537,,3,8,3,0.1401
Resource 6478,M,25,3,Single,Washington,R&D,Behavioral,6,3,47,2,2,7,type3,3,3,0.7516,-0.4537,,3,7,3,0.5769
Resource 6479,F,,3,Married,Franklin,IT,Analytical,7,4,35,2,5,6,type2,3,3,-1.8176,-0.4537,2,3,7,3,0.1124
Resource 6480,F,,4,Married,Franklin,Operarions,Analytical,2,2,50,0,3,5,type2,1,3,-0.9612,0.7075,3,2,6,1,0.0195
Resource 6481,F,33,4,Married,Washington,R&D,Behavioral,4,3,59,1,2,8,type3,1,4,-0.1048,-0.4537,2,3,7,5,0.1935
Resource 6482,F,27,3,Married,Springfield,IT,Directive,4,2,73,2,1,4,type2,3,2,,0.7075,1,2,8,5,0.1752
Resource 6483,F,28,3,Single,Lebanon,Sales,Behavioral,5,3,36,1,4,8,type2,1,4,0.7516,-0.4537,,2,9,4,0.7367
Resource 6484,M,47,1,Married,Springfield,Accounting and Finance,Behavioral,16,4,60,1,2,6,type3,1,3,0.7516,-0.4537,2,1,6,3,0.029
Resource 6485,M,37,3,Married,Washington,Logistics,Conceptual,8,4,39,0,2,5,type4,5,3,-0.1048,0.7075,1,3,6,3,0.0563
Resource 6486,M,54,3,Married,Washington,IT,Behavioral,17,4,31,0,3,6,type2,2,3,-0.9612,-0.4537,2,4,7,3,0.0099
Resource 6487,M,35,4,Married,Springfield,Human Resource Management,Directive,8,3,39,1,4,4,type4,3,3,-1.8176,-1.615,2,3,7,5,0.1444
Resource 6488,M,33,3,Married,Lebanon,Logistics,Conceptual,8,2,45,1,3,6,type2,4,3,-1.8176,-0.4537,1,3,7,2,0.0418
Resource 6489,F,42,3,Single,Washington,Operarions,Analytical,17,3,46,1,1,5,type3,1,3,-1.8176,1.8688,2,1,8,3,0.234
Resource 6490,F,,3,Single,Springfield,Logistics,Analytical,6,4,60,0,4,4,type3,2,3,0.7516,-0.4537,1,1,8,3,0.0954
Resource 6491,F,30,4,Married,Franklin,Operarions,Analytical,8,3,41,1,3,5,type3,3,1,0.7516,-0.4537,2,3,5,3,0.168
Resource 6492,M,62,2,Single,Franklin,Quality,Directive,38,4,30,1,3,6,type2,1,3,-0.9612,-1.615,2,1,8,2,0.0773
